LICENSE_NO,BUSINESS_NAME,LEGAL_STRUCTURE,LICENSE_TYPE,RECORD_STATUS,EXPIRATION_DATE,EXPIRATION_STATUS,MUNICIPALITY,MANAGER_NAME,DBA,OFF_CATEGORY,ON_CATEGORY,OFF_TYPE,ON_TYPE,LICENSEE_CLASS,TRANSFER_FROM,TRANSFER_METHOD,LIC_HISTORY_BUSINESS_NAME,LICENSE_ISSUE_DATE,SPECIAL_LEGISLATION,CHAPTER,OF_THE_ACT,ST_NO,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,FULL_PREMISE_ADDRESS,BUSINESS_ADDRESS
07315-GP-0974,Hot Plate LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Sarah E. Real,Hot Plate Brewing Co.,,Wines and Malt,,General On-Premises,Annual,,,,44950.0,Yes,71,2005,3,School Street,Onota Building 74,Pittsfield,MA,01201,"3 School Street Onota Building 74, Pittsfield, MA 01201","3 School Street , Pittsfield, MA 01201"
90485-PK-0974,Pramukhji Corp.,Corporation,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Gaurav Patel,Nichols Package Store,All Alcoholic Beverages,,Package Store,,Annual,89157-PK-0974,,"MAHI KRISHNA, LLC",44973.0,No,,,268,Wahconah Street,,Pittsfield,MA,01201,"268 Wahconah Street , Pittsfield, MA 01201","268 Wahconah Street , Pittsfield, MA 01201"
07433-CL-0974,BOUSQUET SPORT ENTERPRISE LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Kaylyn A. Kern,BOUSQUET SPORT,,Wines and Malt,,Club,Annual,00066-CL-0974,,Asr Group Inc,45019.0,No,,,100,Dan Fox Drive,,Pittsfield,MA,01201,"100 Dan Fox Drive , Pittsfield, MA 01201","100 Dan Fox Drive , Pittsfield, MA 01201"
07509-RS-0974,"Tito's by La Fogata, LLC",LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Daniel Gomez,Tito's Mexican Grill,,All Alcoholic Beverages,,Restaurant,Annual,00011-RS-0974,,Eleventh Pin Rest Inc,45057.0,No,,,34,Depot Street,,Pittsfield,MA,01201,"34 Depot Street , Pittsfield, MA 01201","34 Depot Street , Pittsfield, MA 01201"
07525-CL-0974,KJ NOSH CATERING COMPANY LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,MICHAEL C MONGEON,KJ NOSH CATERING,,All Alcoholic Beverages,,Club,Annual,00003-CL-0974,,Berkshire Hills Cc Inc,45065.0,No,,,500,Benedict Road,,Pittsfield,MA,01201,"500 Benedict Road , Pittsfield, MA 01201","500 Benedict Road , Pittsfield, MA 01201"
07630-RS-0974,"Hudpucker's, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Justin C. Martin,Hudpucker's,,All Alcoholic Beverages,,Restaurant,Annual,07102-RS-0974,,PATRICIA A SIMONETTA,45106.0,No,,,101,Wahconah Street,,Pittsfield,MA,01201,"101 Wahconah Street , Pittsfield, MA 01201","101 Wahconah Street , Pittsfield, MA 02102"
07683-RS-0974,DOTTIE'S COFFEE LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,JESSICA RUFO,DOTTIE'S,,All Alcoholic Beverages,,Restaurant,Annual,05471-RS-0974,,On a Mission LLC,45140.0,No,,,438-444,North Street,,Pittsfield,MA,01201,"438-444 North Street , Pittsfield, MA 01201","444 North Street , Pittsfield, MA 01201"
08035-CL-0974,Rusty Anchor Marina & Pub Club LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Scott Graves,Rusty Anchor Marina & Pub Club,,All Alcoholic Beverages,,Club,Annual,03967-RS-0974,,"Barcelona Tapas and Bar, Inc.",45337.0,No,,,1451,North Street,,Pittsfield,MA,01201,"1451 North Street , Pittsfield, MA 01201","1451 North Street , Pittsfield, MA 01201"
08040-RS-0974,ZUKE'S SOUPS & VARIETY LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,ELIZABETH ZUCCO,BEI TEMPI,,All Alcoholic Beverages,,Restaurant,Annual,00059-RS-0974,,CT Colvin Inc,45343.0,No,,,195,Onota Street,,Pittsfield,MA,01201,"195 Onota Street , Pittsfield, MA 01201","195 Onota Street , Pittsfield, MA 01201"
08220-RS-0974,BB's Hot Spot LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Ronny T. Brizan,BB's Hot Spot At The Lantern,,All Alcoholic Beverages,,Restaurant,Annual,07448-RS-0974,,449 North RE LLC,45433.0,No,,,455,North Street,,Pittsfield,MA,01201,"455 North Street , Pittsfield, MA 01201","455 North Street , Pittsfield, MA 01201"
90809-PK-0974,Kali LLC,LLC,Off Premise Retail,Issued,46387.0,Active,PITTSFIELD,Robert T. Wheeler,East Street Video,Wines and Malt,,Package Store,,Seasonal,00155-PK-0974,,Esv Inc,45474.0,No,,,10,Lyman Street,,Pittsfield,MA,01201,"10 Lyman Street , Pittsfield, MA 01201","10 Lyman Street , Pittsfield, MA 01201"
08322-HT-0974,J & D Reyes Restaurant Entertainment LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,David Antonio Reyes,Rare 297,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,06331-HT-0974,,BERKSHIRE PALATE LLC,45485.0,No,,,297,North Street,,Pittsfield,MA,01201,"297 North Street , Pittsfield, MA 01201","297 North Street , Pittsfield, MA 01201"
08429-RS-0974,SIBARITAS CAFE LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,MEGAN GOMEZ,SIBARITAS,,All Alcoholic Beverages,,Restaurant,Annual,,,,45544.0,Yes,71,2005,75,North Street,,Pittsfield,MA,01201,"75 North Street , Pittsfield, MA 01201","75 North Street , Pittsfield, MA 01201"
08477-RS-0974,Marcos East Side Pizza Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Lori Allessio,East Side Cafe,,All Alcoholic Beverages,,Restaurant,Annual,00047-RS-0974,,Mario Dolores And Paul Capitano,45567.0,No,,,378,Newell Street,,Pittsfield,MA,01201,"378 Newell Street , Pittsfield, MA 01201","378 Newell Street , Pittsfield, MA 01201"
09102-RS-0974,FIGO'S PIZZERIA LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,BRIDGET SWEENER,FIGO'S PIZZERIA,,All Alcoholic Beverages,,Restaurant,Annual,07993-RS-0974,,WIND CHIME PROPERTIES LLC,45880.0,No,,,508,East Street,,Pittsfield,MA,01201,"508 East Street , Pittsfield, MA 01201","508 East Street , Pittsfield, MA 01201"
09117-RS-0974,Skyline At The A Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,James Mitus,Tavern At The A,,All Alcoholic Beverages,,Restaurant,Annual,07355-RS-0974,,HOUSE OF SEASONING LLC,45888.0,No,,,303,Crane Avenue,,Pittsfield,MA,01201,"303 Crane Avenue , Pittsfield, MA 01201","303 Crane Avenue , Pittsfield, MA 01201"
09175-GP-0974,Hot Plate LLC,LLC,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Sarah E. Real,Hot Plate Brewing Co.,,All Alcohol Converted from Wine and Malt,,General On-Premises,Annual,,,,45915.0,No,,,3,School Street,Onota Bldg 74,Pittsfield,MA,01201,"3 School Street Onota Bldg 74, Pittsfield, MA 01201","3 School Street , Onota Bldg 74, Pittsfield, MA 01201"
09210-RS-0974,Espetinho Carioca Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PITTSFIELD,Francielle Tozzo Wixsom,Espetinho Carioca,,Wines and Malt,,Restaurant,Annual,,,,45930.0,Yes,71,2005,48,North Street,B,Pittsfield,MA,01201,"48 North Street B, Pittsfield, MA 01201","48 North Street , Pittsfield, MA 01201"
05026-RS-0976,Valhallama LLC,LLC,On Premise Retail,Issued,46387.0,Active,PLAINFIELD,Kristen Terfry,Pub 116,,All Alcoholic Beverages,,Restaurant,Annual,,,,43655.0,No,,,788,West Main Street,,Plainfield,MA,01070,"788 West Main Street , Plainfield, MA 01070","788 West Main Street , Plainfield, MA 01070"
00020-CL-0978,Plainville Beagle Club,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Robert C Peasley,PLAINVILLE BEAGLE CLUB,,All Alcoholic Beverages,,Club,Annual,,,,32401.0,No,,,153,Everett W Skinner Road,,Plainville,MA,02762,"153 Everett W Skinner Road , Plainville, MA 02762","999 Everett W Skinner Road , Plainville, MA 02762"
00021-CL-0978,Wrentham Sportsmen's Club,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Keith Walsh,Wrentham Sportsmen's Club,,All Alcoholic Beverages,,Club,Annual,,,,32658.0,No,,,0,Madison Street,,Plainville,MA,02762,"0 Madison Street , Plainville, MA 02762","0 Madison Street , Plainville, MA 02762"
00017-PK-0978,Salam W. Salem,Sole Proprietor,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,Salam W. Salem,Plainville Smoke Shop and Spirits,Wines and Malt,,Package Store,,Annual,,,,36439.0,No,,,2,Man Mar Drive,Unit 3,Plainville,MA,02762,"2 Man Mar Drive Unit 3, Plainville, MA 02762","120 South Street , Plainville, MA 02762"
00019-PK-0978,56 Yogi Tobacco Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,Arunkumar G Patel,HILLTOP STOP,Wines and Malt,,Package Store,,Annual,,,,37994.0,No,,,56,Washington Street,,Plainville,MA,02762,"56 Washington Street , Plainville, MA 02762","56 Washington Street , Plainville, MA 02762"
00018-PK-0978,UL Enterprises Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,Jason Lee,SLM WINES,All Alcoholic Beverages,,Package Store,,Annual,,,,38097.0,No,,,431,South Street,,Plainville,MA,02762,"431 South Street , Plainville, MA 02762","431 South Street , Plainville, MA 02762"
00006-RS-0978,Mozzarellas Of Plainville Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Jose F Ribeiro,FITZY'S PUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,39744.0,No,,,1,Man Mar Drive,,Plainville,MA,02762,"1 Man Mar Drive , Plainville, MA 02762","1 Man Mar Drive , Plainville, MA 02762"
00025-PK-0978,Cumberland Farms Of Ma Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,BONNIE LOTT,CUMBERLAND FARMS 0131,Wines and Malt,,Package Store,,Annual,,,,39925.0,No,,,139,South Street,,Plainville,MA,02762,"139 South Street , Plainville, MA 02762","139 South Street , Plainville, MA 02762"
00039-RS-0978,House Of Fortune Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Yueh Fens Juan,,,All Alcoholic Beverages,,Restaurant,Annual,,,,40365.0,No,,,2,Wilkins Drive,201-203,Plainville,MA,02762,"2 Wilkins Drive 201-203, Plainville, MA 02762","2 Wilkins Drive , 201-203, Plainville, MA 02762"
00030-RS-0978,Wentworth Hills Country Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Constant Poholek,WENTWORTH HILLS COUNTRY CLUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,41407.0,No,,,27,Bow Street,,Plainville,MA,02762,"27 Bow Street , Plainville, MA 02762","27 Bow Street , Plainville, MA 02762"
00013-RS-0978,Heather Hill Country Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Constant Poholek,,,All Alcoholic Beverages,,Restaurant,Annual,,,,41449.0,No,,,149,West Bacon Street,,Plainville,MA,02762,"149 West Bacon Street , Plainville, MA 02762","149 West Bacon Street , Plainville, MA 02762"
00041-PK-0978,Markiro Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,Hany Gad,PLAINVILLE FUEL MART,Wines and Malt,,Package Store,,Annual,,,,41865.0,No,,,11,Taunton Street,,Plainville,MA,02762,"11 Taunton Street , Plainville, MA 02762","11 Taunton Street , Plainville, MA 02762"
00042-RS-0978,An Unlikely Story Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Melissa Lavendier,,,All Alcoholic Beverages,,Restaurant,Annual,,,,42125.0,No,,,111,South Street,,Plainville,MA,02762,"111 South Street , Plainville, MA 02762","111 South Street , Plainville, MA 02762"
00001-RS-0978,Pepper Dining Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Amanda Marie Gilbert,CHILI'S GRILL AND BAR,,All Alcoholic Beverages,,Restaurant,Annual,,,,42264.0,No,,,107,Taunton Street,,Plainville,MA,02762,"107 Taunton Street , Plainville, MA 02762","107 Taunton Street , Plainville, MA 02762"
00034-VC-0978,American Legion Post 217,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,John Frances Lonergan,,,All Alcoholic Beverages,,Veterans Club,Annual,,,,42370.0,No,,,44,South Street,,Plainville,MA,02332,"44 South Street , Plainville, MA 02332","44 South Street , Plainville, MA 02332"
00009-RS-0978,Kildub Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Lynn Casey,THE CHIEFTAIN PUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,42510.0,No,,,23,Washington Street,,Plainville,MA,02762,"23 Washington Street , Plainville, MA 02762","23 Washington Street , Plainville, MA 02762"
05061-RS-0978,JPK Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Peter Kalemkeridis,Stone Ridge Grill and Bar,,All Alcoholic Beverages,,Restaurant,Annual,,,,43668.0,No,,,60,Man Mar Drive,,Plainville,MA,02762,"60 Man Mar Drive , Plainville, MA 02762","60 Man Mar Drive , Plainville, MA 02762"
05156-HT-0978,TRUE NORTH HOTEL GROUP INC.,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,MAURA E PEELER,TOWN PLACE SUITES AND/OR SPRING HILL SUITES,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,,,,43706.0,No,,,65,Ledgeview Way,,Plainville,MA,02762,"65 Ledgeview Way , Plainville, MA 02762","65 Ledgeview Way , Plainville, MA 02762"
05275-GP-0978,One Up Games LLC,LLC,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Warner Brian Burke,One Up Games,,Wines and Malt,,General On-Premises,Annual,,,,43761.0,No,,,2,Wilkins Drive,,Plainville,MA,02762,"2 Wilkins Drive , Plainville, MA 02762","2 Wilkins Drive , Plainville, MA 02762"
90005-PK-0978,J. Umiya Corp.,Corporation,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,Pravinaben Patel,DJay Liquor,All Alcoholic Beverages,,Package Store,,Annual,,,,44306.0,Yes,238,2020,95,Taunton Street,,Plainville,MA,02762,"95 Taunton Street , Plainville, MA 02762","95 Taunton Street , Plainville, MA 02762"
90308-PK-0978,ROCKY LLC,LLC,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,BACHIR HABR,,Wines and Malt,,Convenience Store,,Annual,90190-PK-0978,,WESTWOOD PROPERTY MANAGEMENT LLC,44755.0,Yes,238,2020,10,Taunton Street,,Plainville,MA,02762,"10 Taunton Street , Plainville, MA 02762","10 Taunton Street , Plainville, MA 02762"
07222-RS-0978,FRANKIE'S INTERNATIONAL BISTRO INC.,Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,SAVANA COTE,FRANKIE'S INTERNATIONAL BISTRO,,All Alcoholic Beverages,,Restaurant,Annual,,,,44895.0,Yes,238,2020,119,Washington Street,,Plainville,MA,02762,"119 Washington Street , Plainville, MA 02762","119 Washington Street , Plainville, MA 02762"
07368-RS-0978,BACON SQUARE BISTRO LLC,LLC,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,JEFFREY P KINNEY,BACON SQUARE BISTRO,,All Alcoholic Beverages,,Restaurant,Annual,,,,44978.0,Yes,238,2020,105,South Street,Unit B,Plainville,MA,02762,"105 South Street Unit B, Plainville, MA 02762","105 South Street , Unit B, Plainville, MA 02762"
07378-GP-0978,COMEDY LAB LLC,LLC,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,JULIE M KINNEY,COMEDY LAB,,All Alcoholic Beverages,,General On-Premises,Annual,,,,44986.0,Yes,238,2020,105,South Street,Unit A,Plainville,MA,02762,"105 South Street Unit A, Plainville, MA 02762","120 South Street , Plainville, MA 02762"
90517-PK-0978,13 Taunton Street Plainville LLC,LLC,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,Jack Patel,Brothers Liquors,All Alcoholic Beverages,,Package Store,,Annual,,,,45055.0,Yes,235,2022,13,Taunton Street,,Plainville,MA,02762,"13 Taunton Street , Plainville, MA 02762","13 Taunton Street , Plainville, MA 02762"
90849-PK-0978,MB SPIRITS LLC,LLC,Off Premise Retail,Issued,46387.0,Active,PLAINVILLE,GERALD L DAVIS III,MB SPIRITS,All Alcoholic Beverages,,Package Store,,Annual,00016-PK-0978,,Raziela Inc,45524.0,No,,,10,Madison Street,,Plainville,MA,02762,"10 Madison Street , Plainville, MA 02762","10 Madison Street , Plainville, MA 02762"
08992-RS-0978,CECE LLC,LLC,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,SIRIPORN MANGANIELLO,CECE'S RAMEN,,Wines and Malt,,Restaurant,Annual,,,,45828.0,No,,,23,Messenger Street,Unit 1,Plainville,MA,02762,"23 Messenger Street Unit 1, Plainville, MA 02762","23 Messenger Street , Unit 1, Plainville, MA 02762"
09002-RS-0978,"Ryoshi, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,PLAINVILLE,Ekalap Pravitoon,Thai Tanic,,Wines and Malt,,Restaurant,Annual,08059-RS-0978,,TLB GROUP II CORPORATION,45832.0,No,,,1,Man Mar Drive,Unit 7,Plainville,MA,02762,"1 Man Mar Drive Unit 7, Plainville, MA 02762","1 Man Mar Drive , Unit 7, Plainville, MA 02762"
00017-CL-0984,Unity Club Of Plymouth Ma The,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,John Joseph Callahan,,,All Alcoholic Beverages,,Club,Annual,,,,23739.0,No,,,40,Main Street Extension,,Plymouth,MA,02360,"40 Main Street Extension , Plymouth, MA 02360","40 Main Street Extension , Plymouth, MA 02360"
00061-PK-0984,Mayflower Package Store Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLYMOUTH,Russell E Whiting,,All Alcoholic Beverages,,Package Store,,Annual,,,,26407.0,No,,,E/S,State Road,,Plymouth,MA,02360,"E/S State Road , Plymouth, MA 02360","E/S State Road , Plymouth, MA 02360"
00068-PK-0984,Joseph Perrys Market Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLYMOUTH,Rick Giuliotti,PERRYS MARKET,All Alcoholic Beverages,,Package Store,,Annual,,,,28913.0,No,,,200,Standish Avenue,,Plymouth,MA,02360,"200 Standish Avenue , Plymouth, MA 02360","200 Standish Avenue , Plymouth, MA 02360"
00032-CL-0984,Christoforo Columbo Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,MICHAEL BARBIERI,,,All Alcoholic Beverages,,Club,Annual,,,,29921.0,No,,,5,Savery Ave,,Plymouth,MA,02360,"5 Savery Ave , Plymouth, MA 02360","5 Saverys Ave , Plymouth, MA 02360"
00012-CL-0984,Plymouth Post 40 American Legion Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,Beth A. Lynch,,,All Alcoholic Beverages,,Club,Annual,,,,31972.0,No,,,199,Federal Furnace Rd,,Plymouth,MA,02360,"199 Federal Furnace Rd , Plymouth, MA 02360","199 Federal Furnace Rd , Plymouth, MA 02360"
00067-PK-0984,"RU Over 21, Inc.",Corporation,Off Premise Retail,Issued,46387.0,Active,PLYMOUTH,Arthur F Vercollone,Mayflower Wine and Spirits,All Alcoholic Beverages,,Package Store,,Annual,,Purchase,,32177.0,No,,,164,South Street,,Plymouth,MA,02360,"164 South Street , Plymouth, MA 02360","164 South St , Plymouth, MA 02360-2979"
00083-PK-0984,Manomet Liquor Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLYMOUTH,Jennifer White,,All Alcoholic Beverages,,Package Store,,Annual,,,,32371.0,No,,,2291,State Road,,Plymouth,MA,02360,"2291 State Road , Plymouth, MA 02360","2291 State Road , Plymouth, MA 02360"
00028-RS-0984,Pinewood Lodge Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,BRIAN SAUNDERS,PINEWOOD LODGE,,All Alcoholic Beverages,,Restaurant,Seasonal,,,,32455.0,No,,,190,Pinewood Road,,Plymouth,MA,02346,"190 Pinewood Road , Plymouth, MA 02346","190 Pinewood Road , Plymouth, MA 02346"
00082-RS-0984,First Vch Corp,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,Kaisang Ghale,LOBSTER HUT,,Wines and Malt,,Restaurant,Annual,,,,32891.0,No,,,25,Town Wharf,,Plymouth,MA,02360,"25 Town Wharf , Plymouth, MA 02360","25 Town Wharf , Plymouth, MA 02360"
00102-RS-0984,Kimball Family Corp,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,James Kimball,WOODS SEAFOOD,,Wines and Malt,,Restaurant,Annual,,,,34450.0,No,,,15,Town Pier,,Plymouth,MA,02360,"15 Town Pier , Plymouth, MA 02360","15 Town Pier , Plymouth, MA 02360"
00066-PK-0984,Tmcc Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLYMOUTH,Thomas Heslin,BRADFORDS PACKAGE STORE,All Alcoholic Beverages,,Package Store,,Annual,,,,34927.0,No,,,230,Sandwich Street,,Plymouth,MA,02360,"230 Sandwich Street , Plymouth, MA 02360","230 Sandwich Street , Plymouth, MA 02360"
00105-RS-0984,Sandy Pond Golf Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,"David Mcsharry, Jr.",Atlantic Country Club,,All Alcoholic Beverages,,Restaurant,Seasonal,,,,35220.0,No,,,450,Little Sandy Pond Road,,Plymouth,MA,02360,"450 Little Sandy Pond Road , Plymouth, MA 02360","450 Little Sandy Pond Road , Plymouth, MA 02360"
00089-RS-0984,Plymouth Property LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,JACQUELYN LANOUE,BRITISH BEER COMPANY LTD,,All Alcoholic Beverages,,Restaurant,Annual,,,,35725.0,No,,,6,Middle Street,,Plymouth,MA,02360,"6 Middle Street , Plymouth, MA 02360","6 Middle Street , Plymouth, MA 02360"
00007-RS-0984,Maggies Pub Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,Marjorie E Rooney,GALWAY PUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,35831.0,No,,,58,Court Street,,Plymouth,MA,02360,"58 Court Street , Plymouth, MA 02360","58 Court Street , Plymouth, MA 02360"
00096-PK-0984,SKIPPY CORPORATION,Corporation,Off Premise Retail,Issued,46387.0,Active,PLYMOUTH,JAY V SORCENELLI,CEDARVILLE WINE AND SPIRITS,All Alcoholic Beverages,,Package Store,,Annual,,,,35837.0,No,,,2245,State Road,,Plymouth,MA,02360,"2245 State Road , Plymouth, MA 02360","2245 State Rd , Plymouth, MA 02360-5150"
00119-RS-0984,A And N Restaurant Group Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,Alessandra C Nocera,TUSCANY TAVERN,,Wines & Malt with Cordial/Liqueurs Permit,,Restaurant,Annual,,,,36494.0,No,,,294,Court St,,Plymouth,MA,02360,"294 Court St , Plymouth, MA 02360","294 Court St , Plymouth, MA 02360"
00120-VC-0984,Plymouth Lodge 2485 Loyal Order Of Moose Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,Raymond E. Tompkins,,,All Alcoholic Beverages,,Veterans Club,Annual,,,,36509.0,No,,,601,State Rd,,Plymouth,MA,02360,"601 State Rd , Plymouth, MA 02360","601 State Rd , Plymouth, MA 02360"
00046-RS-0984,East Bay Grille Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,Timothy J Colton,,,All Alcoholic Beverages,,Restaurant,Annual,,,,36536.0,No,,,173,Water St,,Plymouth,MA,02360,"173 Water St , Plymouth, MA 02360","173 Water St , Plymouth, MA 02360"
00122-RS-0984,Waverly Oaks Golf Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,Mark Ridder,,,All Alcoholic Beverages,,Restaurant,Annual,,,,36578.0,No,,,444,Long Pond Road,,Plymouth,MA,02360,"444 Long Pond Road , Plymouth, MA 02360","444 Long Pond Road , Plymouth, MA 02360"
00126-PK-0984,Richards Wine And Spirits Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,PLYMOUTH,Stephen J Berg,,All Alcoholic Beverages,,Package Store,,Annual,,,,36970.0,No,,,14,North Park Avenue,,Plymouth,MA,02360,"14 North Park Avenue , Plymouth, MA 02360","14 North Park Avenue , Plymouth, MA 02360"
00127-RS-0984,Southers Marsh Golf Club LLC,Corporation,On Premise Retail,Issued,46387.0,Active,PLYMOUTH,William B Stearns IV,Southers Marsh Golf Club,,All Alcoholic Beverages,,Restaurant,Annual,,,,36976.0,No,,,30,Southers Marsh Lane,,Plymouth,MA,02360,"30 Southers Marsh Lane , Plymouth, MA 02360","30 Southers Marsh Lane , Plymouth, MA 02360"
